Age,Attrition,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Clusters,Cluster
32,No,Research & Development,7,3,2,Male,1,Laboratory Technician,Married,2794,No,4,5,5,0,3,1,light pink
38,No,Sales,2,2,4,Male,2,Sales Executive,Married,5249,No,3,13,8,7,5,1,light pink
32,No,Research & Development,2,1,4,Male,2,Laboratory Technician,Single,2176,No,3,9,6,0,4,1,light pink
46,No,Sales,2,3,3,Female,4,Manager,Married,16872,Yes,3,28,7,7,7,0,beige
28,Yes,Research & Development,2,4,1,Male,1,Laboratory Technician,Single,3485,No,3,5,0,0,0,1,light pink
29,No,Sales,2,3,1,Male,2,Sales Executive,Married,6644,No,3,10,0,0,0,1,light pink
31,No,Research & Development,23,3,2,Male,2,Healthcare Representative,Married,5582,No,4,10,9,7,8,2,pink
25,No,Research & Development,5,2,2,Male,2,Healthcare Representative,Divorced,4000,No,3,6,6,1,5,1,light pink
45,No,Research & Development,20,2,3,Male,4,Healthcare Representative,Married,13496,Yes,3,21,20,4,10,3,purple
36,No,Research & Development,6,3,4,Male,1,Laboratory Technician,Married,3210,No,3,16,15,10,11,1,light pink
55,No,Research & Development,1,3,4,Male,5,Manager,Single,19045,Yes,3,37,36,4,13,3,purple
47,Yes,Research & Development,29,4,1,Male,3,Manager,Married,11849,Yes,3,10,10,9,9,2,pink
28,No,Research & Development,9,3,4,Male,1,Research Scientist,Married,2070,No,4,5,5,0,4,1,light pink
37,No,Sales,6,4,3,Male,2,Sales Executive,Married,6502,No,3,7,5,0,1,1,light pink
21,No,Research & Development,3,2,4,Male,1,Research Scientist,Single,3230,No,3,3,3,1,0,1,light pink
37,No,Research & Development,1,4,1,Female,3,Research Director,Divorced,13603,Yes,3,15,5,0,2,0,beige
35,No,Research & Development,22,3,2,Female,3,Manager,Divorced,11996,No,3,10,7,6,2,2,pink
38,No,Sales,7,2,1,Female,2,Sales Executive,Divorced,5605,Yes,4,8,8,7,7,1,light pink
26,No,Research & Development,1,3,3,Female,2,Manufacturing Director,Divorced,6397,No,4,6,6,1,4,1,light pink
50,No,Research & Development,4,1,1,Male,5,Research Director,Divorced,19144,No,3,28,10,1,6,3,purple
53,No,Research & Development,3,4,3,Male,4,Research Director,Married,17584,Yes,3,21,5,1,3,0,beige
42,No,Sales,1,1,2,Male,2,Sales Executive,Married,4907,No,4,20,20,11,6,3,purple
29,No,Sales,2,2,2,Male,2,Sales Executive,Single,4554,No,3,10,10,0,9,1,light pink
55,No,Research & Development,20,2,2,Male,2,Laboratory Technician,Married,5415,Yes,3,12,10,0,8,0,beige
26,No,Research & Development,11,2,1,Male,2,Healthcare Representative,Married,4741,Yes,3,5,5,3,3,1,light pink
37,No,Research & Development,1,3,4,Female,1,Research Scientist,Single,2115,No,3,17,17,5,7,1,light pink
44,Yes,Research & Development,24,3,4,Male,1,Laboratory Technician,Divorced,3161,Yes,4,19,1,0,0,2,pink
38,No,Research & Development,23,4,4,Male,2,Healthcare Representative,Divorced,5745,No,3,10,2,1,2,2,pink
26,Yes,Research & Development,16,4,1,Male,1,Laboratory Technician,Divorced,2373,Yes,3,5,3,0,2,2,pink
28,No,Research & Development,8,2,4,Female,1,Research Scientist,Single,3310,No,4,5,5,0,2,1,light pink
49,No,Research & Development,10,4,3,Female,5,Research Director,Single,18665,Yes,3,22,3,1,2,0,beige
36,No,Research & Development,3,3,3,Male,2,Research Scientist,Single,4485,No,3,10,8,7,7,1,light pink
31,No,Sales,5,3,4,Female,1,Sales Representative,Divorced,2789,No,3,2,2,2,2,1,light pink
26,Yes,Sales,4,4,4,Male,2,Sales Executive,Single,5828,Yes,3,8,8,7,4,1,light pink
37,No,Research & Development,9,3,2,Male,1,Research Scientist,Married,2326,Yes,3,4,4,1,2,1,light pink
42,No,Sales,26,3,3,Female,4,Sales Executive,Married,13525,No,3,23,20,4,8,3,purple
18,Yes,Research & Development,3,3,3,Male,1,Laboratory Technician,Single,1420,No,3,0,0,0,0,1,light pink
35,No,Sales,16,3,3,Male,3,Sales Executive,Married,8020,No,3,12,11,6,9,2,pink
36,No,Research & Development,18,4,3,Male,1,Laboratory Technician,Married,3688,No,3,4,1,0,0,2,pink
51,No,Research & Development,2,3,4,Male,2,Manufacturing Director,Divorced,5482,No,3,13,4,1,2,0,beige
41,No,Sales,2,4,4,Male,4,Manager,Single,16015,No,3,22,22,0,4,3,purple
18,No,Sales,10,3,4,Female,1,Sales Representative,Single,1200,No,3,0,0,0,0,1,light pink
28,No,Research & Development,16,2,2,Male,2,Healthcare Representative,Single,5661,No,3,9,8,0,7,2,pink
31,No,Sales,7,3,2,Male,2,Sales Executive,Married,6929,No,3,10,8,7,7,1,light pink
39,No,Research & Development,1,3,3,Male,3,Healthcare Representative,Divorced,9613,No,3,19,18,3,7,3,purple
36,No,Research & Development,24,4,2,Female,2,Laboratory Technician,Married,5674,No,3,11,9,0,8,2,pink
32,No,Sales,7,3,4,Male,2,Sales Executive,Married,5484,No,3,13,13,4,8,1,light pink
38,No,Research & Development,25,2,1,Female,3,Research Director,Married,12061,No,3,19,10,0,1,2,pink
58,No,Research & Development,1,4,4,Male,2,Healthcare Representative,Divorced,5660,Yes,3,12,5,1,2,0,beige
31,No,Research & Development,5,4,3,Male,1,Research Scientist,Married,4821,Yes,3,6,5,0,3,1,light pink
31,No,Human Resources,2,3,1,Male,2,Human Resources,Married,6410,No,3,9,2,1,0,1,light pink
45,No,Research & Development,7,3,1,Male,3,Laboratory Technician,Divorced,5210,No,3,24,24,9,11,3,purple
31,No,Research & Development,2,4,3,Male,1,Research Scientist,Divorced,2695,Yes,3,3,2,2,2,1,light pink
33,No,Research & Development,5,4,4,Female,3,Manager,Married,11878,No,3,12,10,8,8,1,light pink
39,No,Research & Development,10,1,3,Male,4,Manager,Married,17068,Yes,3,21,21,11,10,3,purple
43,No,Research & Development,10,4,3,Female,1,Laboratory Technician,Single,2455,No,3,9,8,1,7,1,light pink
49,No,Research & Development,1,2,3,Female,4,Healthcare Representative,Single,13964,Yes,3,25,7,0,7,0,beige
52,Yes,Research & Development,8,4,3,Male,2,Research Scientist,Married,4941,No,3,11,8,7,7,0,beige
27,No,Research & Development,5,3,3,Female,1,Research Scientist,Single,2478,Yes,3,4,4,1,2,1,light pink
32,No,Sales,8,2,3,Female,2,Sales Executive,Married,5228,Yes,3,13,13,11,9,1,light pink
27,No,Sales,2,3,4,Male,2,Sales Executive,Single,4478,Yes,3,5,5,0,4,1,light pink
31,No,Sales,7,3,4,Male,2,Sales Executive,Divorced,7547,No,3,13,7,1,7,1,light pink
32,No,Research & Development,2,4,1,Female,2,Research Scientist,Single,5055,No,3,10,7,0,7,1,light pink
28,Yes,Research & Development,2,4,1,Male,1,Research Scientist,Married,3464,Yes,3,5,3,2,2,1,light pink
30,No,Research & Development,28,2,4,Female,2,Research Scientist,Married,5775,No,3,11,10,1,9,2,pink
31,No,Research & Development,7,2,3,Female,3,Manufacturing Director,Married,8943,No,4,10,10,8,9,1,light pink
39,No,Research & Development,7,2,3,Male,5,Manager,Married,19272,No,3,21,21,13,3,3,purple
39,Yes,Sales,3,2,4,Female,2,Sales Executive,Married,5238,Yes,3,12,1,0,0,1,light pink
33,No,Sales,10,3,2,Male,2,Sales Executive,Single,4682,No,3,9,7,0,1,1,light pink
47,No,Research & Development,5,5,4,Male,5,Research Director,Married,18300,No,3,21,3,1,1,0,beige
43,No,Research & Development,10,4,3,Female,2,Laboratory Technician,Divorced,5257,No,3,9,9,0,0,0,beige
27,No,Sales,1,1,3,Male,2,Sales Executive,Married,6349,Yes,3,6,5,1,4,1,light pink
54,No,Research & Development,20,4,4,Female,2,Research Scientist,Single,4869,No,3,20,4,0,3,0,beige
43,No,Research & Development,7,3,3,Female,3,Healthcare Representative,Married,9985,No,3,10,1,0,0,0,beige
45,No,Research & Development,8,4,4,Male,2,Research Scientist,Married,3697,No,3,12,10,9,8,0,beige
40,No,Sales,1,2,2,Male,2,Sales Executive,Married,7457,Yes,4,6,4,0,2,1,light pink
29,Yes,Research & Development,8,4,2,Male,1,Laboratory Technician,Married,2119,Yes,3,7,7,0,7,1,light pink
29,No,Research & Development,9,5,2,Male,1,Laboratory Technician,Single,3983,No,3,4,3,2,2,1,light pink
30,No,Sales,5,3,4,Female,2,Sales Executive,Divorced,6118,No,3,10,10,1,2,1,light pink
27,No,Sales,8,4,2,Female,2,Sales Executive,Married,6214,No,3,8,8,0,7,1,light pink
37,No,Research & Development,5,2,4,Male,2,Manufacturing Director,Divorced,6347,No,3,8,6,0,4,1,light pink
38,No,Research & Development,15,2,3,Male,3,Research Director,Divorced,11510,Yes,3,12,11,2,9,2,pink
31,No,Research & Development,7,4,3,Female,3,Manufacturing Director,Single,7143,Yes,3,11,11,4,10,1,light pink
29,No,Sales,10,1,4,Female,2,Sales Executive,Divorced,8268,Yes,3,7,7,1,7,1,light pink
35,No,Research & Development,5,4,3,Male,3,Manufacturing Director,Single,8095,No,3,17,16,0,13,1,light pink
23,No,Research & Development,26,1,3,Male,1,Research Scientist,Divorced,2904,No,3,4,4,0,2,2,pink
41,No,Research & Development,6,3,4,Male,2,Manufacturing Director,Single,6032,Yes,3,8,5,1,2,1,light pink
47,No,Sales,4,1,2,Male,2,Sales Representative,Single,2976,No,3,5,0,0,0,0,beige
42,No,Research & Development,23,5,1,Female,4,Research Director,Single,15992,No,3,16,1,0,0,2,pink
29,No,Sales,2,3,4,Male,2,Sales Executive,Married,4649,No,3,4,4,0,2,1,light pink
42,No,Human Resources,2,1,3,Male,1,Human Resources,Divorced,2696,Yes,3,4,3,1,0,1,light pink
32,No,Research & Development,2,3,3,Female,1,Laboratory Technician,Married,2370,No,3,8,8,0,7,1,light pink
48,No,Sales,29,1,1,Female,3,Manager,Married,12504,No,4,15,0,0,0,2,pink
37,No,Research & Development,6,3,3,Male,2,Research Scientist,Divorced,5974,Yes,3,13,7,6,7,1,light pink
30,No,Sales,25,2,4,Female,2,Sales Executive,Married,4736,Yes,3,4,2,2,2,2,pink
26,No,Sales,1,3,3,Male,2,Sales Executive,Married,5296,No,3,8,8,7,7,1,light pink
42,No,Research & Development,2,4,1,Male,2,Healthcare Representative,Single,6781,No,4,14,1,0,0,0,beige
21,Yes,Sales,1,1,1,Female,1,Sales Representative,Single,2174,Yes,3,3,3,1,2,1,light pink
36,No,Sales,1,5,4,Female,2,Sales Executive,Single,6653,No,3,7,1,0,0,1,light pink
36,No,Sales,3,4,1,Male,3,Sales Executive,Married,9699,No,3,16,13,1,12,1,light pink
57,No,Research & Development,1,4,4,Male,2,Healthcare Representative,Married,6755,No,3,15,3,1,2,0,beige
40,No,Research & Development,10,4,4,Female,1,Laboratory Technician,Married,2213,Yes,3,10,7,1,7,1,light pink
21,No,Sales,9,2,1,Male,1,Sales Representative,Single,2610,No,4,3,3,2,2,1,light pink
33,Yes,Sales,5,3,4,Female,1,Sales Representative,Single,2851,Yes,3,1,1,0,0,1,light pink
37,No,Research & Development,10,3,3,Female,1,Laboratory Technician,Married,3452,No,4,17,5,0,3,1,light pink
46,No,Research & Development,7,4,3,Female,2,Manufacturing Director,Married,5258,No,3,7,1,0,0,0,beige
41,Yes,Sales,4,3,1,Male,2,Sales Executive,Single,9355,No,3,8,8,7,7,0,beige
50,No,Research & Development,10,3,4,Male,3,Healthcare Representative,Single,10496,No,3,20,4,1,3,0,beige
40,Yes,Sales,22,2,3,Male,2,Sales Executive,Married,6380,Yes,3,8,6,1,0,2,pink
31,No,Research & Development,9,4,3,Male,1,Research Scientist,Single,2657,Yes,3,3,2,2,2,1,light pink
21,Yes,Sales,12,3,3,Female,1,Sales Representative,Single,2716,No,3,1,1,0,0,1,light pink
29,No,Research & Development,23,3,4,Male,1,Research Scientist,Single,2201,No,3,6,3,1,2,2,pink
35,No,Research & Development,9,4,3,Male,2,Healthcare Representative,Single,6540,No,3,10,1,0,0,1,light pink
27,No,Research & Development,1,2,4,Male,1,Laboratory Technician,Divorced,3816,No,3,5,5,0,4,1,light pink
28,No,Sales,9,4,2,Male,2,Sales Executive,Single,5253,No,3,7,7,0,7,1,light pink
49,No,Research & Development,7,3,2,Male,3,Healthcare Representative,Single,10965,No,4,26,5,0,0,0,beige
51,No,Sales,14,2,3,Female,2,Sales Executive,Married,4936,No,3,18,7,0,7,0,beige
36,No,Research & Development,2,3,4,Female,1,Research Scientist,Married,2543,No,3,6,2,2,2,1,light pink
34,Yes,Sales,19,3,1,Male,2,Sales Executive,Single,5304,Yes,3,9,5,0,4,2,pink
55,No,Research & Development,2,3,3,Female,4,Manager,Single,16659,Yes,3,30,5,1,2,0,beige
24,No,Sales,10,4,4,Female,2,Sales Executive,Divorced,4260,Yes,3,5,5,0,3,1,light pink
30,No,Sales,2,1,3,Male,1,Sales Representative,Married,2476,No,3,1,1,0,0,1,light pink
26,Yes,Research & Development,3,1,3,Male,1,Research Scientist,Single,3102,No,4,7,6,0,4,1,light pink
22,No,Research & Development,11,3,1,Female,1,Research Scientist,Married,2244,No,3,2,2,1,2,1,light pink
36,No,Sales,2,2,2,Male,3,Sales Executive,Married,7596,No,3,10,10,9,0,1,light pink
30,Yes,Research & Development,4,3,3,Male,1,Research Scientist,Single,2285,Yes,4,3,1,0,0,1,light pink
37,No,Research & Development,14,3,4,Female,1,Laboratory Technician,Divorced,3034,No,3,18,18,12,17,2,pink
40,No,Sales,2,2,4,Female,2,Sales Executive,Divorced,5715,No,3,8,5,1,3,1,light pink
42,No,Research & Development,1,4,2,Female,1,Laboratory Technician,Divorced,2576,No,3,8,5,1,2,1,light pink
37,No,Research & Development,10,4,3,Male,2,Manufacturing Director,Single,4197,Yes,3,18,1,0,1,1,light pink
43,No,Research & Development,12,3,1,Male,4,Research Director,Divorced,14336,No,3,25,25,3,9,3,purple
40,No,Research & Development,2,3,2,Female,2,Laboratory Technician,Married,3448,No,4,20,1,0,0,1,light pink
54,No,Research & Development,5,2,1,Male,5,Research Director,Married,19406,No,3,24,4,1,2,0,beige
34,No,Sales,4,4,3,Female,2,Sales Executive,Married,6538,No,3,6,3,1,2,1,light pink
31,No,Research & Development,7,2,2,Female,2,Manufacturing Director,Married,4306,No,3,13,13,3,12,1,light pink
43,No,Research & Development,21,3,4,Male,1,Laboratory Technician,Married,2258,No,4,8,3,1,2,2,pink
43,No,Research & Development,8,4,3,Female,2,Healthcare Representative,Divorced,4522,Yes,3,8,5,0,2,1,light pink
25,No,Sales,4,2,2,Female,2,Sales Executive,Single,4487,Yes,3,5,5,1,3,1,light pink
37,No,Research & Development,25,5,2,Female,2,Research Scientist,Married,4449,Yes,3,15,13,10,7,2,pink
31,No,Research & Development,1,2,4,Male,1,Laboratory Technician,Married,2218,No,3,4,4,3,2,1,light pink
39,No,Research & Development,1,1,2,Male,5,Manager,Divorced,19197,Yes,3,21,21,1,6,3,purple
56,No,Sales,6,3,3,Female,4,Sales Executive,Married,13212,No,3,36,7,7,7,0,beige
30,No,Sales,12,3,2,Female,2,Sales Executive,Single,6577,No,3,6,5,4,4,1,light pink
41,No,Sales,1,3,2,Male,3,Sales Executive,Married,8392,No,3,10,10,0,7,0,beige
28,No,Research & Development,17,2,3,Male,2,Laboratory Technician,Divorced,4558,No,3,10,10,1,8,2,pink
25,Yes,Research & Development,3,3,1,Male,1,Laboratory Technician,Married,4031,No,3,6,2,0,2,1,light pink
52,No,Research & Development,3,3,4,Male,3,Manufacturing Director,Married,7969,Yes,3,28,5,0,4,0,beige
45,No,Research & Development,10,2,1,Male,1,Research Scientist,Married,2654,No,4,8,2,0,2,1,light pink
52,No,Research & Development,4,2,4,Female,4,Manager,Married,16555,No,3,31,5,1,4,0,beige
42,No,Research & Development,29,2,1,Female,2,Research Scientist,Divorced,4556,No,3,19,5,0,2,2,pink
30,No,Research & Development,2,3,3,Female,2,Manufacturing Director,Single,6091,No,4,11,5,0,2,1,light pink
60,No,Research & Development,7,3,1,Female,5,Manager,Married,19566,No,3,33,29,11,10,3,purple
46,No,Research & Development,18,3,3,Female,2,Manufacturing Director,Divorced,4810,No,3,19,10,0,8,2,pink
42,No,Research & Development,28,4,4,Female,2,Healthcare Representative,Married,4523,No,3,7,6,0,4,2,pink
24,Yes,Sales,1,1,1,Female,1,Sales Representative,Single,3202,Yes,3,6,5,1,4,1,light pink
34,Yes,Sales,6,2,4,Female,1,Sales Representative,Divorced,2351,No,3,3,2,1,0,1,light pink
38,No,Research & Development,2,2,4,Male,1,Laboratory Technician,Married,1702,Yes,4,1,1,0,0,1,light pink
40,No,Sales,2,4,3,Female,5,Manager,Married,18041,No,3,21,20,1,12,3,purple
26,No,Research & Development,23,3,1,Female,1,Research Scientist,Divorced,2886,No,4,3,3,0,2,2,pink
30,No,Research & Development,3,3,3,Male,1,Laboratory Technician,Married,2097,No,3,9,5,1,4,1,light pink
29,No,Research & Development,3,4,2,Male,3,Research Director,Married,11935,No,3,10,10,0,7,1,light pink
29,Yes,Research & Development,25,5,3,Female,1,Research Scientist,Married,2546,No,3,6,2,1,1,2,pink
19,Yes,Human Resources,2,2,1,Male,1,Human Resources,Single,2564,No,3,1,1,0,0,1,light pink
30,No,Sales,22,4,3,Female,3,Sales Executive,Married,8412,No,3,10,9,7,8,2,pink
57,No,Sales,29,3,1,Male,4,Manager,Divorced,14118,No,3,32,1,0,0,0,beige
50,No,Research & Development,29,4,2,Male,4,Manager,Married,17046,No,3,28,27,15,7,3,purple
30,No,Research & Development,2,3,3,Female,1,Laboratory Technician,Single,2564,No,3,12,11,6,7,1,light pink
60,No,Sales,28,3,3,Female,3,Sales Executive,Married,10266,No,3,22,18,13,11,3,purple
47,No,Research & Development,2,2,1,Female,2,Manufacturing Director,Divorced,5070,No,3,20,5,0,4,0,beige
46,No,Research & Development,2,3,1,Male,4,Research Director,Married,17861,No,3,26,3,0,1,0,beige
35,No,Research & Development,22,3,4,Male,1,Laboratory Technician,Single,4230,No,3,6,5,4,3,2,pink
54,No,Research & Development,8,4,3,Female,2,Laboratory Technician,Single,3780,No,3,19,1,0,0,0,beige
34,No,Research & Development,2,4,4,Male,1,Research Scientist,Divorced,2768,No,3,14,7,5,7,1,light pink
46,No,Sales,10,3,3,Female,3,Sales Executive,Married,9071,Yes,3,15,3,1,2,0,beige
31,No,Research & Development,9,1,3,Male,3,Manufacturing Director,Divorced,10648,No,4,13,13,0,8,1,light pink
33,Yes,Research & Development,15,1,2,Male,3,Manager,Married,13610,Yes,3,15,7,7,7,2,pink
33,Yes,Research & Development,10,1,1,Male,1,Laboratory Technician,Divorced,3408,No,3,8,4,1,3,1,light pink
30,No,Sales,7,1,4,Male,1,Sales Representative,Single,2983,No,3,4,3,1,2,1,light pink
35,No,Research & Development,16,3,4,Male,3,Healthcare Representative,Married,7632,Yes,3,10,8,0,0,2,pink
31,Yes,Research & Development,20,3,1,Male,3,Healthcare Representative,Married,9824,No,3,12,1,0,0,2,pink
34,Yes,Human Resources,23,3,2,Female,3,Human Resources,Divorced,9950,Yes,3,11,3,0,2,2,pink
42,No,Research & Development,5,2,2,Male,1,Laboratory Technician,Married,2093,No,3,8,2,2,0,1,light pink
36,No,Sales,10,4,2,Male,3,Sales Executive,Single,9980,No,3,10,10,9,7,1,light pink
22,Yes,Research & Development,4,1,3,Male,1,Laboratory Technician,Single,3894,No,3,4,2,1,2,1,light pink
48,No,Sales,2,5,2,Female,2,Sales Executive,Married,4051,No,3,14,9,6,7,0,beige
55,No,Sales,18,5,1,Female,4,Manager,Single,16835,No,4,37,10,7,7,0,beige
41,No,Sales,10,2,4,Male,2,Sales Executive,Single,6230,No,3,16,14,1,10,0,beige
35,No,Sales,1,3,2,Male,2,Sales Executive,Married,4717,No,3,15,11,6,9,1,light pink
40,No,Research & Development,6,3,2,Female,4,Manufacturing Director,Single,13237,No,3,22,20,5,13,3,purple
39,No,Research & Development,8,1,3,Female,1,Laboratory Technician,Married,3755,No,3,8,8,0,7,1,light pink
31,No,Sales,2,1,2,Male,2,Sales Executive,Single,6582,Yes,3,10,6,0,5,1,light pink
42,No,Research & Development,24,3,4,Male,3,Manufacturing Director,Married,7406,Yes,4,10,10,5,8,2,pink
45,No,Sales,2,3,4,Male,2,Sales Executive,Married,4805,No,3,9,8,3,7,0,beige
26,Yes,Human Resources,17,4,2,Female,1,Human Resources,Divorced,2741,Yes,3,8,7,1,0,2,pink
29,No,Research & Development,19,3,4,Male,2,Manufacturing Director,Divorced,4262,No,3,8,3,1,2,2,pink
33,No,Research & Development,1,5,1,Female,4,Research Director,Divorced,16184,No,3,10,6,0,5,0,beige
31,No,Sales,7,3,3,Male,3,Manager,Divorced,11557,No,4,10,5,0,1,1,light pink
18,Yes,Sales,5,3,2,Male,1,Sales Representative,Single,1878,Yes,3,0,0,0,0,1,light pink
40,No,Sales,28,3,3,Male,3,Sales Executive,Divorced,10932,No,3,20,1,0,1,2,pink
41,No,Research & Development,2,4,1,Female,2,Healthcare Representative,Single,6811,Yes,3,10,8,0,7,1,light pink
26,No,Sales,29,2,1,Male,2,Sales Executive,Divorced,4306,No,3,8,0,0,0,2,pink
35,No,Sales,1,3,1,Female,2,Sales Executive,Single,4859,No,3,5,5,0,3,1,light pink
34,No,Sales,21,4,4,Male,2,Sales Executive,Single,5337,No,3,10,10,5,7,2,pink
26,Yes,Research & Development,24,3,3,Male,1,Laboratory Technician,Single,2340,Yes,3,1,1,0,0,2,pink
37,No,Research & Development,1,3,2,Female,3,Manufacturing Director,Single,7491,No,3,12,6,1,2,1,light pink
46,No,Research & Development,18,1,1,Female,3,Healthcare Representative,Married,10527,No,3,28,2,1,2,0,beige
41,No,Sales,2,5,2,Female,4,Manager,Married,16595,No,3,22,18,11,8,3,purple
37,No,Sales,9,4,1,Male,3,Sales Executive,Divorced,8834,No,3,9,9,7,7,1,light pink
52,No,Research & Development,6,2,4,Male,2,Research Scientist,Divorced,5577,Yes,3,18,10,6,9,0,beige
32,Yes,Sales,11,4,4,Male,2,Sales Executive,Married,4707,No,3,6,4,1,2,1,light pink
24,No,Sales,24,3,4,Male,1,Sales Representative,Married,2400,No,3,3,2,2,1,2,pink
38,No,Research & Development,10,3,3,Female,2,Healthcare Representative,Married,9824,No,3,18,1,0,0,0,beige
37,No,Research & Development,1,4,2,Female,2,Manufacturing Director,Married,6447,No,3,8,6,4,3,1,light pink
49,No,Research & Development,18,4,4,Male,5,Research Director,Divorced,19502,Yes,3,31,31,0,9,3,purple
24,No,Research & Development,23,3,2,Male,1,Research Scientist,Married,2725,Yes,3,6,6,1,4,2,pink
26,No,Sales,28,2,1,Male,2,Sales Executive,Married,6272,No,4,6,5,1,4,2,pink
24,No,Research & Development,17,2,4,Male,1,Laboratory Technician,Married,2127,No,4,1,1,0,0,2,pink
50,No,Human Resources,3,3,1,Male,5,Manager,Married,18200,No,3,32,32,10,7,3,purple
25,No,Sales,13,1,2,Male,1,Sales Representative,Married,2096,No,3,7,7,0,6,1,light pink
24,Yes,Research & Development,7,3,1,Female,1,Laboratory Technician,Married,2886,Yes,3,6,6,1,2,1,light pink
30,Yes,Sales,12,4,2,Male,1,Sales Representative,Married,2033,No,3,1,1,0,0,1,light pink
34,No,Research & Development,1,2,2,Male,1,Research Scientist,Married,3622,Yes,3,6,6,1,3,1,light pink
31,Yes,Sales,13,4,2,Male,2,Sales Executive,Divorced,4233,No,3,9,3,1,2,1,light pink
35,No,Research & Development,25,2,1,Male,2,Laboratory Technician,Single,3681,No,3,9,3,0,2,2,pink
31,No,Sales,6,4,1,Male,2,Sales Executive,Divorced,5460,No,4,13,7,5,7,1,light pink
27,No,Research & Development,6,4,1,Female,1,Research Scientist,Divorced,2187,No,3,6,5,0,3,1,light pink
37,No,Sales,2,3,4,Male,2,Sales Executive,Married,9602,Yes,3,17,3,1,0,1,light pink
20,No,Research & Development,1,3,4,Female,1,Research Scientist,Single,2836,No,3,1,1,0,0,1,light pink
42,No,Research & Development,2,4,3,Female,2,Healthcare Representative,Married,4089,No,3,10,10,2,2,1,light pink
43,No,Research & Development,6,4,2,Male,4,Research Director,Divorced,16627,Yes,3,21,1,0,0,0,beige
38,No,Research & Development,1,1,3,Female,1,Research Scientist,Single,2619,No,3,8,0,0,0,1,light pink
43,No,Research & Development,9,5,4,Male,2,Laboratory Technician,Divorced,5679,Yes,3,10,8,4,7,0,beige
48,No,Research & Development,1,4,4,Female,4,Manager,Married,15402,No,3,21,3,0,2,0,beige
44,No,Human Resources,1,4,1,Female,2,Human Resources,Single,5985,No,3,10,2,0,2,0,beige
34,No,Sales,14,3,3,Female,1,Sales Representative,Divorced,2579,Yes,3,8,8,0,6,2,pink
27,Yes,Sales,2,1,3,Male,1,Sales Representative,Divorced,3041,No,3,5,4,0,2,1,light pink
21,No,Sales,22,1,3,Male,1,Sales Representative,Single,3447,No,3,3,3,1,2,2,pink
44,No,Research & Development,3,4,4,Male,5,Manager,Married,19513,Yes,3,26,2,0,1,0,beige
22,No,Research & Development,6,1,1,Male,1,Research Scientist,Married,2773,No,4,3,2,2,2,1,light pink
33,No,Sales,8,4,3,Male,2,Sales Executive,Divorced,7104,No,3,6,5,1,2,1,light pink
32,No,Research & Development,9,4,1,Female,2,Research Scientist,Married,6322,Yes,3,6,6,0,5,1,light pink
30,No,Research & Development,3,3,3,Female,1,Research Scientist,Divorced,2083,No,4,1,1,0,0,1,light pink
53,No,Sales,1,1,4,Female,2,Sales Executive,Single,8381,No,4,18,14,8,10,0,beige
34,No,Research & Development,1,5,2,Male,1,Research Scientist,Married,2691,No,3,10,10,8,8,1,light pink
45,Yes,Sales,26,4,1,Female,2,Sales Executive,Married,4286,No,3,5,1,0,0,2,pink
26,No,Research & Development,6,3,3,Female,1,Laboratory Technician,Married,2659,Yes,3,3,3,0,2,1,light pink
37,No,Research & Development,3,3,3,Male,3,Manufacturing Director,Married,9434,No,3,10,10,7,8,1,light pink
29,No,Sales,3,2,2,Female,2,Sales Executive,Married,5561,No,3,6,6,1,2,1,light pink
35,No,Research & Development,6,4,2,Male,2,Research Scientist,Single,6646,No,3,17,17,11,8,1,light pink
33,No,Research & Development,6,3,3,Male,2,Healthcare Representative,Divorced,7725,No,4,15,13,4,7,1,light pink
54,No,Human Resources,19,4,3,Male,3,Human Resources,Married,10725,No,3,16,9,7,1,0,beige
36,No,Research & Development,9,2,2,Male,2,Manufacturing Director,Divorced,8847,Yes,3,13,3,0,2,1,light pink
27,No,Research & Development,3,4,1,Male,1,Research Scientist,Single,2045,No,3,5,4,1,1,1,light pink
20,Yes,Research & Development,10,1,4,Male,1,Research Scientist,Single,1009,Yes,3,1,1,1,1,1,light pink
33,Yes,Research & Development,3,3,1,Male,1,Research Scientist,Single,3348,Yes,3,10,10,9,7,1,light pink
35,No,Research & Development,3,3,3,Male,1,Laboratory Technician,Married,1281,No,3,1,1,0,0,1,light pink
23,No,Research & Development,4,3,1,Male,1,Research Scientist,Married,2819,No,3,5,3,0,2,1,light pink
25,No,Sales,8,3,4,Male,2,Sales Executive,Married,4851,No,4,4,3,1,2,1,light pink
38,No,Sales,7,4,4,Female,2,Sales Executive,Single,4028,No,4,8,7,0,5,1,light pink
29,No,Research & Development,1,4,2,Male,1,Research Scientist,Divorced,2720,No,3,10,10,2,8,1,light pink
48,No,Sales,2,1,2,Male,2,Sales Executive,Married,8120,No,3,12,2,2,2,0,beige
27,No,Sales,3,1,4,Female,2,Sales Executive,Divorced,4647,Yes,4,6,6,0,4,1,light pink
37,No,Research & Development,10,2,4,Male,1,Research Scientist,Single,4680,No,3,4,1,0,0,1,light pink
50,No,Research & Development,28,1,4,Male,1,Laboratory Technician,Married,3221,Yes,3,20,20,3,8,2,pink
